what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147016856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147017615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147021709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147022681
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147041281
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147043305
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147058885
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147060168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147081992
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147082705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147083613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147090465
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1412147094763
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147094966
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147118755
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147121212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147129771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147130814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147131929
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147141856
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412147144176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147146421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147147300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147148025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147171672
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147174913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147195283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147196090
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147196744
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147238703
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412147242992
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412147264430
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412147266940
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147269343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147270616
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147271328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147292081
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147297317
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147298776
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147299959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147305885
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147307257
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147308041
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147331958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147351759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147352627
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147353785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147365203
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412147367476
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147370153
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147371990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147372769
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147387188
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147393768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147394593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147395724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147410378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147417880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147418799
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147419567
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147434549
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147444833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147445681
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147446990
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147483886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147484949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147495401
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147497156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412147507886
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412147512017
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147513782
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147515345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147526025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147526748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147527844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147543805
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1412147546314
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147546685
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147546734
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147558081
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147558081
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147558978
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1412147576232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147577900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147578248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147581119
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147582152
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147583222
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147591576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147595558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147652912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412147688071
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412147690070
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412147691633
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412147757664
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147778001
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1412147780189
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147780503
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147780555
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147783653
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147785224
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412147838710
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1412147895056
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147904192
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147908468
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147908525
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147908573
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1412147928766
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147931247
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1412147938369
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1412147938419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147940255
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1412147940261
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147941361
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1412147963574
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147968994
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147974379
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412147974423
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412147974427
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412147979317
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1412147990784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148017968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148018816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148019195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148020635
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1412148021682
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412148022357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148027899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148028786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148029599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148035676
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148041003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148052923
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412148055722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148072833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148073700
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148075028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148102243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148111390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148112207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148113159
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148125601
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412148127725
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1412148142985
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148148821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412148151968
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412148152036
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412148152088
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412148177397
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412148179813
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412148179813
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412148193969
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412148266282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412148292776
